N,P,K,temperature,humidity,ph,rainfall,label
10.14557352,23.38475364,27.86693906,27.38485395,92.9766084,5.678068516,141.8576534,coconut
0,28.91911374,30.9543727,28.80807913,97.51073576,5.688996963,177.6232059,coconut
32.54826096,11.18887783,31.36919039,30.72233826,90.46135209,6.777467313,135.7604356,coconut
38.19044868,10.18298057,32.99783549,28.3740957,97.78296524,6.453664001,223.2808229,coconut
19.19245855,29.78949297,28.19485771,24.48961735,90.4478119,6.326410543,164.3798087,coconut
32.00143032,28.69682203,35.23003293,27.77074875,94.00937321,6.277368448,134.9327087,coconut
16.39024974,30.77907452,27.62906981,30.22503601,86.66480033,5.928061411,197.6046465,coconut
1.042861138,11.80241911,30.77997782,28.17577634,93.5175529,5.348667292,126.1945543,coconut
5.916074914,13.21061728,30.43144345,27.39171333,95.62599706,5.601598296,191.789977,coconut
15.32488361,28.77157925,32.63900513,27.81021929,100.108946,6.071918557,215.9968208,coconut
25.80222784,25.13140508,27.61515536,25.67909974,92.54991612,5.940027663,188.7483589,coconut
3.111320707,22.23108693,28.91327648,29.77052249,93.41981413,5.962217188,222.3595668,coconut
7.685107795,25.30451996,25.62030849,24.32302802,91.37354394,5.662232223,213.9799993,coconut
19.23577435,29.12042734,25.80229694,26.04189933,95.02281125,5.64265721,161.5995739,coconut
26.32559192,17.11768179,26.04772609,26.40289678,90.93712184,5.62118823,137.7697401,coconut
0.96257984,6.016922433,35.96501919,27.16309615,95.44125698,6.403748527,151.377115,coconut
27.26895826,30.76823233,30.93236563,30.03715491,93.04002483,5.72948775,154.2852773,coconut
23.72186308,6.73189188,34.18027105,25.93459527,89.25561763,5.94885122,136.1362506,coconut
0,25.76458437,30.55225037,24.70767912,93.41550794,5.582177459,201.939753,coconut
39.03002616,6.104168576,25.61152073,25.91805552,101.2006638,6.346219627,190.3472175,coconut
24.52319647,11.98566404,25.13759113,27.8945574,92.46644102,6.453339317,141.4793531,coconut
38.28597272,5.095760061,33.0603956,26.36712638,96.2336302,6.139873368,137.0174275,coconut
0,19.25148469,31.3528606,26.07275991,97.220228,6.359757549,180.9662455,coconut
26.95731752,8.593614949,30.90635536,25.91256,91.21995419,6.274964647,142.772541,coconut
33.47777011,28.52740009,33.48897361,28.30635357,99.39457439,5.871213559,177.1467132,coconut
19.02928421,28.99787153,30.69869638,28.3616833,94.65586713,5.902046224,219.6520622,coconut
31.67515176,13.15333287,31.94531516,28.5565877,99.7388063,6.515872906,148.1237613,coconut
16.2236567,28.95702471,25.99571547,26.98997397,92.79370185,5.95395017,197.1042555,coconut
2.097613045,29.51881154,29.92748506,24.83009003,99.19806886,6.071838948,205.4492577,coconut
30.32505905,12.95439205,24.36964395,27.06145784,94.79178232,6.17988918,159.8266631,coconut
8.169148055,15.39873608,32.23491906,28.70587883,101.8545479,5.288912139,222.8885374,coconut
17.23273952,11.65144244,33.39802445,24.92612372,97.68908413,6.233706779,137.5249251,coconut
8.196529507,28.82545055,29.02043282,24.79092137,92.30916871,5.756647704,135.1933932,coconut
40.36256977,22.56150325,30.4487799,27.51753894,99.16058432,5.895811748,166.8635959,coconut
26.30371274,9.912814072,34.40377082,28.5106776,97.91796544,6.520754025,153.3438649,coconut
20.57662324,20.44709025,29.85806351,24.60392318,97.09203196,5.749832923,158.7155971,coconut
3.010861529,9.090270243,34.02686219,27.70901595,99.58267275,6.437719148,222.0661334,coconut
21.33652602,15.23356131,27.39467084,29.34028514,94.54190419,6.023055965,191.1397886,coconut
28.23859467,7.655740069,29.98770492,26.17756376,97.61618335,5.999506737,215.6371545,coconut
22.12240334,8.062541186,31.75358234,28.92061163,92.9391679,5.855326909,211.1642738,coconut
28.28488495,27.53531527,30.67592117,28.18833194,95.4134328,5.8860681,194.3680636,coconut
22.38528932,20.5842811,25.0741443,27.06869685,98.02092441,5.980730612,146.3844841,coconut
37.71144755,5.038424247,34.44280524,24.84621051,97.21003784,5.771220973,147.9758798,coconut
19.68548854,26.00130627,29.02987595,28.24362677,103.0832934,5.40642735,162.9734007,coconut
127.5102353,47.81006129,25.19758364,23.64082704,79.04701149,7.504499905,90.13818714,cotton
132.4625467,37.77072067,19.46025368,23.57875428,85.62597642,7.176661448,72.91600483,cotton
102.2502763,45.65685191,17.65348321,24.93711613,79.20976882,7.828056077,93.75915264,cotton
139.4057026,47.76353858,23.14858532,25.32329167,72.63204255,7.11995311,86.86432014,cotton
131.2229404,36.90162895,23.14084366,24.9573252,83.64719778,6.20807649,88.87193559,cotton
129.6529274,49.91500283,19.23817637,23.59990474,83.21472694,6.806685225,81.88029849,cotton
109.8794002,42.45360599,20.17881962,24.7289476,79.05451449,7.062789379,97.7723147,cotton
122.6782426,46.80045556,22.62630853,23.22258665,84.44617586,6.38183373,64.86570581,cotton
121.7204437,45.83774669,15.61365341,23.39520815,75.89122915,8.003877922,75.32849411,cotton
123.4898671,60.33113533,20.95841049,25.72911844,78.00857484,5.938670253,75.36778991,cotton
105.8464154,44.91608498,24.82241417,24.05645678,82.58601974,6.974973234,68.57870351,cotton
123.6272634,60.56301695,17.24059047,22.61373698,81.60189478,6.292211364,75.8585102,cotton
141.5553369,38.11425294,15.7073442,23.23965168,76.27579969,5.947668501,70.62320932,cotton
102.1566015,47.57553877,21.60307126,23.5277512,82.03850769,5.986054198,90.24031497,cotton
109.742518,39.23705461,25.76527179,24.98532761,83.00426998,6.134724175,90.85742119,cotton
136.8899312,36.21990886,17.3374217,23.71307911,82.63766823,6.71876364,60.92553293,cotton
134.2358962,41.96332201,15.21472704,23.48675739,79.64626174,6.495699118,83.12175558,cotton
102.6477395,45.79475091,18.70085107,24.02273897,73.63831495,6.114639606,70.58284998,cotton
116.9044007,40.38958721,22.99913098,24.29834939,80.50686285,7.818371516,89.03250831,cotton
114.3834931,53.70133193,14.93002032,26.16533885,78.51448733,7.605781103,89.08795802,cotton
119.1691247,35.58658456,24.54779111,24.52919008,80.62118665,7.631594526,95.52943687,cotton
104.0531034,56.21883496,17.65602514,24.89624644,85.22283663,6.961244923,81.71607583,cotton
109.3112807,40.3788552,23.56404375,20.97290557,88.67038708,6.10602762,87.16796651,cotton
102.4563042,41.43964069,21.18059734,23.49475537,83.00499639,7.244456692,97.59897713,cotton
123.5473946,40.39308691,21.09384521,25.75438964,82.35371179,8.255992521,97.28475244,cotton
100.1403997,57.27922723,23.17526045,23.80893606,78.96616233,6.414849098,89.30328652,cotton
100.708377,44.68273857,19.78251328,23.05710451,81.96454444,6.674394711,78.77320617,cotton
136.2471877,49.75953713,22.44870555,25.44271401,77.19776833,7.611141772,67.56051671,cotton
136.868068,33.76815067,15.41716426,24.76659529,84.71356528,5.972593936,84.09084966,cotton
105.0565314,34.25661119,18.75191101,22.04290346,78.26589797,7.19005072,61.70591393,cotton
116.4095249,42.77464184,23.22744213,22.77570391,75.81055831,8.157291141,71.88555441,cotton
105.4523659,50.05553698,21.06241182,23.77491678,74.64170168,6.053156055,80.2940969,cotton
130.2504436,62.35770184,17.21604666,25.34579599,80.67062825,6.674202904,77.7997891,cotton
118.3952302,37.53752422,19.7239639,26.26826428,75.12850749,7.182748655,95.01647544,cotton
134.3527322,53.96883474,16.64065243,23.40271277,84.70377476,6.508690609,87.39746785,cotton
110.6894962,46.8381284,16.13006823,25.34763079,87.58022136,6.818358817,88.88483365,cotton
109.3321396,38.90449394,25.28124346,22.28355151,79.31912105,7.746718177,92.50425017,cotton
113.3628695,39.07069734,17.95493773,23.08298576,76.06553162,6.193068232,77.15905613,cotton
109.1450231,50.59657222,18.75195399,24.46789323,76.58760516,6.409207843,84.64395212,cotton
123.7364551,47.09088495,16.19637241,25.52264963,74.43536995,6.380426291,61.75843711,cotton
104.2636837,46.82343006,16.36733788,23.26838724,88.73005877,6.95726246,67.065304,cotton
133.0571608,40.51430325,22.61887394,23.39821347,85.01494323,7.797193992,94.21267181,cotton
102.2175314,42.89353574,17.12023238,25.12758574,82.34684214,6.611058474,84.24439285,cotton
132.5651679,47.57268068,24.22786026,25.32551147,80.47416571,7.656039731,95.58405321,cotton
132.5369569,37.36911061,17.12790722,25.61655195,73.00593152,6.725405802,90.98447558,cotton
112.6634031,40.10667467,24.57946841,21.53845742,75.07606364,7.245964242,74.71693005,cotton
135.7755619,37.48758442,19.16117883,22.9141698,75.37105702,6.647164475,91.37923104,cotton
107.0602272,36.78011063,23.63185819,24.04584918,79.62427338,7.766862189,76.58908424,cotton
124.3855302,39.68408029,16.82419589,25.07408588,82.40949083,6.619248533,76.17624336,cotton
111.3101465,47.61378729,14.93935042,25.74446843,82.51483009,7.923214799,82.21842809,cotton
137.6223117,39.14722639,17.8117162,21.69045701,77.1795299,5.826052321,74.62816024,cotton
95.52475553,38.53522469,19.40374215,22.93520044,74.83229574,7.084651577,86.67020786,cotton
119.3587601,51.79403262,15.82045614,23.57476183,78.95170597,6.418292817,69.28318479,cotton
111.9640967,36.29908971,20.24306116,26.20766004,76.02487337,6.383332158,62.39087358,cotton
113.6022408,49.38213608,19.05352292,22.58715204,86.31768392,6.539626864,68.35709789,cotton
103.4712192,51.13495878,19.39176653,22.09974625,84.59666104,7.132712504,89.65660368,cotton
129.1137484,57.68723816,18.28555135,23.36725597,76.95071674,8.195494315,82.41766555,cotton
134.8777483,47.61596034,20.67550946,25.50839704,81.92958182,6.134636048,100.2786723,cotton
121.5724626,52.91806091,18.60077927,22.10064752,72.30320096,5.96711615,63.86142212,cotton
118.7056432,41.44509551,22.22312678,26.28326345,81.90016507,6.992293867,99.67194973,cotton
132.7095357,62.7928623,17.43993527,25.39108219,80.1824832,7.698903847,82.42207933,cotton
102.5373683,44.46273924,17.68372083,22.04802033,77.51384207,6.541397462,65.16908337,cotton
119.5076859,46.01138592,21.3726158,25.84042323,72.96072679,7.277598482,89.23536663,cotton
109.2089686,48.28928481,24.58675724,26.5750757,75.22993762,6.316993604,69.27757612,cotton
115.7040664,44.28566905,14.60575086,22.97160202,86.70391652,7.264402293,57.96235247,cotton
127.764127,60.15462209,19.1140413,25.85209281,80.53320706,6.564947119,93.16731151,cotton
126.3976374,50.46605288,23.56402221,22.4382412,76.57754352,5.881536974,73.73050297,cotton
129.5823614,54.45977979,18.35352507,23.14779293,74.05513719,8.19600895,77.82701972,cotton
110.1603802,34.98581448,18.44843043,26.41655982,76.7750318,7.618686064,62.0381217,cotton
98.64792804,48.7898126,17.64454433,23.83817117,81.95262101,7.829831231,63.36302817,cotton
129.9627788,52.05969153,18.26182569,23.91233092,77.03610315,6.237932671,60.85837523,cotton
102.7071385,38.8165698,24.24674279,26.08347496,74.76337626,5.827803985,69.27820155,cotton
106.1437544,38.66886049,22.31588393,21.63149731,82.97035136,6.38638329,84.32805052,cotton
113.1821107,52.05913776,14.88759083,23.94964723,76.36189672,5.940036062,99.32720786,cotton
142.519405,37.65828393,24.53560324,23.32449973,83.68452717,7.92826669,91.79156566,cotton
132.4665869,57.35497243,18.53649769,24.88926897,83.1849755,6.812143425,74.39026341,cotton
116.8325854,56.26739986,15.48357382,24.42196519,82.99541763,6.277818124,80.48024449,cotton
108.299013,55.12696256,15.14313157,25.82552781,80.19968406,7.066578618,74.34665829,cotton
133.7482616,43.23728373,15.18224893,26.34711375,81.53320044,5.955888265,96.08593553,cotton
128.0375749,45.36113829,24.84418699,24.05238107,82.80709404,6.906181491,58.19888977,cotton
110.7153784,51.16529389,24.94268621,22.59412819,78.28472715,6.639399161,94.76485185,cotton
120.2618466,52.01725489,19.04346908,24.39974123,77.29346834,7.849005091,81.02729537,cotton
109.0692607,62.96197645,17.61916027,22.4302096,73.17677932,6.322907454,93.64546911,cotton
114.6691907,57.78869205,16.6787874,25.5573087,80.68578204,8.177936978,87.3612517,cotton
98.68126227,49.94830495,19.60303402,22.43491778,86.44287776,7.962643265,95.03406458,cotton
123.1153426,44.24060857,15.82273464,25.97488505,80.29957809,6.739409514,77.39802349,cotton
117.1992699,44.28649648,22.01883701,21.47410773,86.45114575,6.393329058,68.51084121,cotton
115.6179384,41.51935334,24.55830394,25.81771169,82.09787444,7.760449155,71.31674669,cotton
127.6868147,37.4537575,20.93245621,24.8388706,88.03883256,6.44554986,80.60517564,cotton
114.0888838,46.76129762,16.03862209,22.45423882,76.58050028,7.200069132,70.27929525,cotton
105.2547802,46.59015132,15.57765449,23.65339362,78.53991491,6.9450003,72.63382068,cotton
135.7589348,57.45979159,20.29891952,23.09778517,83.50546319,8.115001345,95.65255933,cotton
118.4075153,40.51537382,17.59395005,23.56509266,79.54702649,6.593280303,67.64374651,cotton
105.1560718,35.17777705,17.83441566,22.78924693,82.07570039,7.954619482,89.88275054,cotton
109.4341043,46.3967826,19.04421502,23.82296734,74.9197292,6.394237481,80.0199213,cotton
111.1657571,39.26096846,19.08698104,21.1396138,74.71697962,6.529353689,75.00304538,cotton
98.97749688,50.96406267,21.41479334,23.90658044,75.77584739,7.053421989,95.66667601,cotton
115.3655141,39.56239584,17.26672379,24.99941281,72.3755462,7.844338011,64.42337095,cotton
102.8283798,59.29821757,14.69037426,24.31229242,74.84160565,7.359735343,78.6075006,cotton
117.2244195,59.94736449,15.72262354,22.49080743,83.55005648,7.125286471,63.96439061,cotton
89.21648754,45.81917101,39.33821365,24.73700872,69.33658469,6.171428444,158.3824598,jute
60.98688993,37.98845019,38.79100544,27.58327063,83.57503257,6.161600459,158.6057331,jute
65.71775731,39.6333816,46.01888695,24.96989277,84.77102896,7.433278921,200.0655575,jute
87.90155941,38.08890772,39.82304411,24.8147925,88.19471817,6.465042486,177.6347274,jute
98.68466409,39.87094579,38.52266533,23.13204258,75.09943525,6.332414845,187.1070847,jute
100.1277838,34.46529668,37.71152404,25.33797901,71.24318795,6.416832588,193.4081577,jute
62.63020233,37.65028959,41.32010254,24.42791804,84.01071233,6.71692553,195.0000701,jute
72.13624534,41.27201818,38.65295728,25.33361896,88.65529926,6.019024384,169.2448496,jute
64.48288645,55.34738742,44.7955148,26.27441953,73.67526387,6.956602196,190.313648,jute
72.94484343,39.70809247,40.28428254,25.035452,80.45370077,6.667682295,162.2193978,jute
91.85750244,51.9642229,41.95520077,23.71344353,74.52301917,6.974690373,152.4439664,jute
76.86904518,45.66091118,43.4442749,26.86596226,87.62630024,6.126903685,188.0505828,jute
85.08064976,39.10959877,39.12396812,22.31624149,75.56104513,6.107908592,193.2128432,jute
60.07194602,53.17547033,41.31320787,24.6628134,92.98385411,7.374209245,149.3947588,jute
69.08948997,43.73926659,36.56683647,24.82536005,67.42581722,7.2281825,205.4291453,jute
69.5580968,37.23612928,35.97070555,23.9672912,76.88321439,7.08848083,165.2004803,jute
76.54060912,46.7245645,37.19649024,22.76942182,72.65158095,7.602755643,159.5512422,jute
93.7633157,41.28819957,37.19022773,25.33976905,80.82706888,6.487515066,183.0775388,jute
80.57336027,33.82248297,42.75446214,27.84634567,81.76338985,6.246488584,169.892371,jute
76.18223719,43.8936047,36.5999451,23.21204309,76.09380548,6.436866036,185.635902,jute
86.56466317,51.45401743,38.36386454,24.91958898,74.51841365,6.353546115,148.9744206,jute
77.21396488,54.69529115,35.51512257,22.69884187,71.55937898,7.432616694,182.8738407,jute
85.22265528,53.72670014,36.87780014,26.83112587,81.87587589,6.632272801,172.4896111,jute
79.7188335,44.99209557,43.03720991,23.48955972,72.75494273,7.523977119,147.2194665,jute
73.26104123,54.84370773,47.21449126,23.79396607,79.75260146,6.186397526,179.0882033,jute
76.45072517,53.89823365,38.68962849,24.44447815,90.42752562,6.333122521,197.2226853,jute
81.53133657,38.48615968,44.14814709,26.0673335,77.51560192,6.412430139,182.0754873,jute
73.00671334,43.86297274,45.50477912,25.18209879,86.33064329,6.646078975,172.2904669,jute
68.63174681,47.55553384,39.87085572,25.66051423,73.74994477,6.183602839,182.1410376,jute
84.20445429,40.87682151,46.84167866,25.17958661,82.6707861,6.496794347,182.4312201,jute
67.98299172,58.47965614,36.21914174,24.24011868,75.34237808,6.414245281,185.8710092,jute
78.30145838,34.49336141,38.9570524,24.94801566,92.00129982,6.231707894,145.9892208,jute
66.75946741,57.41262561,36.33147261,25.64733731,76.04424443,6.835305791,161.4114967,jute
70.95731417,50.28595104,39.06342711,24.00267014,72.48453759,7.627142944,209.0202407,jute
64.68463081,40.25416496,42.92416844,23.52440523,73.84945699,6.602828354,193.2382443,jute
75.57579762,47.74274002,41.99337103,24.56485589,83.70015983,6.212352127,165.3442087,jute
76.64420828,52.65960132,39.40312428,22.9435699,84.97536342,6.215236848,165.9088645,jute
88.42866385,53.76676568,41.05977446,23.42165355,83.74460354,5.901856485,188.7135552,jute
59.75859882,48.42460279,37.52011151,24.65713475,80.1125065,7.666965584,164.1754009,jute
93.48011889,47.70434983,46.22613679,23.45851917,68.2599244,6.667737367,158.0915138,jute
67.55515498,45.29017487,37.4723384,24.42590616,74.97573156,6.636892912,182.1255401,jute
77.40193066,49.74864093,37.63465018,26.40158586,79.76812892,7.107115011,199.671211,jute
90.08416614,52.83220288,44.17003522,25.64258738,74.77668634,7.24738552,202.8557771,jute
74.4694087,49.8915217,45.36392048,23.94935095,80.27119156,6.773658329,172.9689464,jute
92.36386627,36.45888801,39.78528757,24.79623902,82.84997179,6.523637324,174.4495131,jute
75.04654951,39.90962128,34.15841541,24.59596355,82.19994777,6.900852249,172.6019377,jute
58.05275251,54.89021181,36.47238281,27.20378879,83.09548709,7.483410466,155.0754744,jute
59.3086781,58.00554696,35.2491976,25.94565347,80.9577079,6.051286016,168.9799381,jute
81.07254963,40.78072608,40.89777783,26.01654689,76.92790751,6.966496686,179.8115079,jute
98.05937106,56.62280965,40.36175913,27.00377575,84.88876188,7.581524998,176.7147935,jute
73.53698685,56.26250057,46.12813245,24.54240046,72.53714849,5.930730801,170.0484176,jute
77.14934664,44.89142171,43.33457244,22.50260857,76.66272411,7.416537594,161.9972591,jute
83.59353235,46.06755837,35.03572855,26.27767691,79.57562658,6.657303628,194.5877846,jute
100.5203704,55.30069057,42.35281713,23.45976582,87.05027742,6.803587176,165.3608373,jute
88.39595555,47.74906662,38.68709788,26.15781652,82.81716812,6.75264194,181.2665399,jute
63.91848201,41.92592338,39.61048443,26.97661023,92.05016341,7.081369065,157.6357155,jute
74.94475383,41.08599309,41.21278264,27.3585862,79.98903115,6.249190531,182.1257796,jute
89.50837456,40.01272602,44.12691573,26.35658297,72.18753558,6.906175897,195.197461,jute
86.85977506,55.3163663,41.17497882,27.16845103,73.58835772,7.271396635,184.0802552,jute
62.54886303,40.32513123,42.97845961,23.33953696,83.5087032,6.383022,155.1762318,jute
77.18528902,45.50397111,42.91477066,26.55744774,79.59322516,7.248153383,187.8825454,jute
80.71618547,39.88385733,42.59814942,24.08814014,91.73531034,6.950746919,172.0782301,jute
102.2583642,44.33098014,33.5004637,26.4071351,72.75668649,7.224638174,196.6129911,jute
78.4564078,37.28339303,43.96985625,23.25097828,73.34311208,6.869136833,151.7557153,jute
90.21951624,56.02034565,35.58039051,24.17921312,83.51268598,6.385999008,162.4401039,jute
94.54542297,40.44109013,37.74748489,23.75833335,84.81273175,6.39310377,192.4817622,jute
77.99068546,46.08980054,35.15343005,24.97888062,85.86533351,7.608565401,159.6565788,jute
66.74339333,57.09862107,34.00990985,22.53313013,76.80720282,7.429101175,182.4218746,jute
63.2671261,58.86446749,40.27693672,25.03785559,72.85984567,7.135962742,183.127151,jute
81.08588702,35.94647973,35.55595057,26.51272728,84.8524243,7.067492756,174.0706054,jute
63.17529069,39.06769096,34.05983647,24.97576857,75.62945285,7.149926647,197.0329457,jute
98.33546382,57.00776034,36.40128335,25.76377212,84.8982556,6.288584777,160.0448711,jute
71.80096073,42.69641686,43.59019838,24.22502425,72.98053886,6.278503394,156.6836791,jute
86.8320613,57.71035209,36.46848845,23.9541975,86.57640025,7.052460538,174.1606243,jute
71.6112584,41.59309223,40.99695067,27.81171335,78.97106992,6.437678102,155.840932,jute
64.04652057,48.29428035,43.79572971,27.16795169,79.574824,7.160165269,152.0249897,jute
85.68427181,38.61455059,40.19445682,24.39402338,81.80033834,6.50156445,171.6288187,jute
71.28938925,40.05762483,34.46416483,25.00699788,78.17022077,6.015166719,181.1211488,jute
70.07929571,55.78872842,37.22497934,22.17989818,89.27331604,6.494456582,175.6318622,jute
61.31374664,55.21689904,37.85778732,25.1649708,78.88923457,6.582385508,186.9629647,jute
62.29817543,52.93941557,38.94826978,23.24781608,68.89544555,6.878191304,160.6409107,jute
57.48597972,56.60552818,35.63057358,25.95794157,81.96712538,6.303804838,165.9274845,jute
82.28572915,39.10517831,43.94208117,25.2494625,69.3884143,6.611577575,194.0243063,jute
89.95421262,48.61351092,43.15156675,26.83989053,72.36974556,6.188949047,178.069938,jute
93.20042366,39.86553538,34.72857369,25.3386243,74.7096164,7.546514452,162.669827,jute
86.58636214,49.62814311,39.77580632,23.34888054,84.69375827,6.908034663,196.1318831,jute
71.95153939,39.73648484,35.97907394,25.20270696,87.71258644,6.132786983,150.7654719,jute
68.33086697,51.72060525,34.10476272,26.00738813,70.16574074,7.421747452,191.3047945,jute
77.97435219,47.12165437,42.8556836,22.31757854,80.56321635,6.33363899,187.3473079,jute
72.06784122,53.75116083,42.98197474,27.39874234,75.43487999,6.430096088,188.4883728,jute
81.95932648,42.05638054,43.74615264,24.51868237,73.32570427,6.053341702,179.8675416,jute
77.41746143,53.94074222,40.86040356,25.58148029,73.68672385,6.936214138,192.4107259,jute
94.05495455,58.19861439,39.13305505,23.90867672,75.4121081,6.263657153,191.6784694,jute
62.0441171,46.2390432,33.6673589,27.09420759,85.37686314,7.330517843,199.691656,jute
89.48927072,42.71221157,39.42381753,22.6003219,86.08945151,7.233119454,146.4140496,jute
88.9177482,42.28938243,44.63573676,24.29567866,86.62375622,6.438394022,173.3610758,jute
86.43635874,54.55350724,40.83340939,23.35433187,85.51944489,7.101168534,158.1072303,jute
86.17251441,39.50407594,36.51272659,25.12956838,83.41044664,6.854870535,198.8158718,jute
92.45243004,38.07135607,43.20843224,24.86416852,85.76213458,6.495469868,187.4553392,jute
83.67913413,38.03044504,44.21569347,27.67057864,73.98300432,7.493294369,164.4701976,jute
87.8318739,20.57304189,26.38770517,25.51881686,55.87487887,7.286428611,187.6041943,coffee
106.893279,21.76391244,26.30511748,26.05633334,57.93233507,7.19492767,148.5894251,coffee
79.63852992,38.16110266,35.3916632,24.79920616,52.51176008,7.492108562,141.6500946,coffee
107.6638832,23.31711901,30.57608856,24.9259628,55.15928518,6.172523063,144.6799823,coffee
110.7806214,27.21973705,32.89632545,24.35370928,61.74668467,6.664733226,122.8187951,coffee
118.9864594,22.43147718,25.66200021,22.97180772,52.78998652,6.889653567,144.9667167,coffee
113.930993,30.22013201,27.31315569,22.95002519,52.57587718,7.08427963,164.6340768,coffee
84.98806288,25.88668125,33.6976691,24.04181245,61.87945209,6.990858015,125.9486834,coffee
116.3038492,17.90814872,31.13263133,26.81254056,49.09015243,6.468570446,117.6787385,coffee
112.5203137,32.90264913,34.89543396,24.39419224,70.41655413,6.109081565,165.8031242,coffee
81.42166374,36.68625968,29.10450628,28.00888102,54.10405008,5.910800739,136.4543546,coffee
85.3703827,33.90455379,25.48639458,26.48329484,53.32881485,6.849923417,190.7622266,coffee
96.14666634,14.6656374,27.48782449,28.33235311,58.4423525,6.279916912,165.2465455,coffee
79.932216,31.05719864,30.75505721,25.34265977,54.37055217,6.880575455,132.6271108,coffee
96.0181746,39.00259404,29.12055636,28.34368202,58.65817764,7.152808827,142.0764049,coffee
80.91252213,32.95852309,31.42617657,24.13951836,63.07288332,6.323943852,141.0966027,coffee
80.18438946,14.92775533,28.11697178,23.85183852,66.76027234,6.478814969,155.7910324,coffee
104.3634236,19.71209901,25.99663163,26.61093248,55.08699599,7.699218182,177.6968342,coffee
105.590511,28.9906439,29.21894005,23.43786885,62.51901031,6.94272296,189.4693215,coffee
103.0728711,32.38206756,26.8971123,24.7801762,55.60761864,5.771457927,124.865678,coffee
103.4666787,23.63779253,28.76305521,26.50470613,56.8709609,7.067287174,186.618379,coffee
86.69137656,21.90795762,28.0564062,25.7450526,62.2373818,7.368193039,189.8694171,coffee
123.5823216,22.07697335,27.37361594,25.66016702,49.66562105,6.698848677,192.2535012,coffee
108.7168331,26.27625101,30.48872394,23.67447006,59.81516066,6.34524949,151.9500707,coffee
110.5670571,33.86755872,30.36441893,23.98270082,68.2641217,7.409637496,146.0750069,coffee
87.36494015,24.31650049,25.55766875,25.16297463,64.76820844,7.48512433,186.4649661,coffee
89.29847697,26.48680344,25.71667525,27.35337275,51.24697718,5.838715929,192.3116908,coffee
95.08243318,18.1319795,25.84305457,26.56280361,68.84758744,6.686859612,174.6500473,coffee
107.1998566,26.18246484,32.11928133,22.97488077,53.62458465,5.902861133,182.2024853,coffee
83.77324059,38.54886691,34.41730252,24.32010182,51.11073382,6.634018659,113.141568,coffee
101.6128596,26.94231176,27.72624905,23.99284393,49.77368583,7.525519805,198.1437436,coffee
121.9799686,20.00683732,33.0502227,24.39584877,65.16748519,6.981660459,124.0012693,coffee
106.3947232,27.04211798,32.17459088,26.02738749,52.87089342,6.595698577,121.9382162,coffee
78.5084431,24.0283835,34.2718181,26.45606774,64.45840651,6.527488998,123.899665,coffee
89.81128681,30.6845756,36.2052433,27.23519302,62.43259016,6.212415653,183.5046822,coffee
91.85261078,35.98736143,35.98620417,27.66627952,56.615333,6.785041648,123.552732,coffee
80.8646546,26.0801847,29.76749612,23.97177091,55.16618577,7.358523045,173.354073,coffee
116.3800315,41.46930742,33.47372727,23.49822881,55.15332051,6.691138192,117.4493558,coffee
103.3012908,38.41935822,29.67014419,22.52936471,65.84267536,6.735056635,125.0920372,coffee
108.8645548,21.50471315,33.9287881,25.39833935,55.67784518,7.463108681,169.3262914,coffee
122.4925671,33.33794361,23.98294034,25.91186853,58.67009675,7.003403193,129.6534102,coffee
76.65011432,29.51338985,24.94230339,26.1566269,64.16889094,7.280462869,150.0672093,coffee
91.58665083,22.01856384,27.39840381,24.33729886,63.54305746,6.904150819,190.3805603,coffee
116.3455031,32.18744858,34.48045152,26.12053161,59.81382821,6.803409934,153.7328556,coffee
82.8721701,22.39852788,28.28979177,25.75163859,64.3896193,6.902739319,197.9112723,coffee
113.616876,15.03276732,30.31418879,27.65259637,61.33998508,7.011819364,191.8659729,coffee
94.69924284,29.61236148,30.1765757,25.25878495,63.29217247,6.407022195,192.9073304,coffee
96.1561378,28.19661793,25.74179206,28.38346557,54.90628036,7.432908973,141.1154377,coffee
83.25451499,33.95594823,31.50981874,26.98370509,51.94188631,6.777849209,133.2336859,coffee
85.5150913,29.75989154,34.97173378,25.90180482,53.58568829,6.185437429,161.4454225,coffee
105.482311,33.69552571,25.63918392,27.72780131,56.04346308,7.07661086,134.3184853,coffee
109.0994022,17.00351949,29.02028756,26.38845132,58.98152632,7.080370935,192.4733443,coffee
100.4998135,19.82887796,31.55649432,28.09425132,53.59011598,6.536602191,126.4186478,coffee
121.5793356,20.01094416,33.80478943,22.60140348,51.09380991,7.10414133,136.6212186,coffee
116.9368411,26.57283537,27.88750479,25.84332061,59.01539942,7.008196698,193.595202,coffee
98.19483416,40.40091645,34.13891761,28.52224829,56.54593813,6.758568813,170.3147935,coffee
107.5245499,35.21393617,24.63011141,23.74637052,63.9642383,6.96192393,154.7703209,coffee
113.5382268,31.36446736,29.63685174,24.16223738,66.53705686,6.618742451,125.9058128,coffee
83.7987648,27.19532055,29.54219676,25.99749914,66.8233989,6.778816094,162.5887451,coffee
83.03882186,24.41265758,27.24975646,23.99448312,55.57350632,6.12575082,192.6961573,coffee
97.63639723,27.07774465,25.91368559,26.5722649,52.07498739,7.116297685,175.4422072,coffee
83.69795034,27.67057685,34.20347358,25.7803778,59.26597284,6.635735801,153.7202952,coffee
122.5882626,39.15913308,35.50234576,27.5485227,56.14635681,7.527566215,123.9280351,coffee
